
200,meter1,E1E2,E1,E1,,CZ226453,KWH,30,
300,20171124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A,,,20171125030312,
300,20171125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A,,,20171126021756,
300,20171126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A,,,20171127003723,
300,20171127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A,,,20171128003835,
300,20171128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A,,,20171129003738,
300,20171129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.006,0.006,0.006,0.013,0.006,0.006,0.006,0.006,0.006,0.388,0.431,0.263,0.181,0.181,0.244,0.994,1.025,V,,,20171130004339,
400,1,43,A,,
400,44,44,A,89,
400,45,48,A,,
300,20171130,1.056,1.081,1.094,1.113,1.119,1.138,1.150,1.150,1.169,1.194,1.256,1.444,1.181,1.144,1.106,1.094,1.081,1.075,1.050,1.038,1.019,1.056,1.069,0.119,0.056,0.106,0.138,0.119,0.138,0.138,0.131,0.500,0.969,1.044,1.044,1.056,1.075,1.063,1.069,1.156,1.175,1.113,1.131,1.131,1.144,1.163,1.163,1.175,V,,,20171201003611,
400,1,27,A,,
400,28,28,A,89,
400,29,48,A,,
300,20171201,1.188,1.194,1.206,1.206,1.225,1.225,1.231,1.219,1.213,1.238,1.288,1.281,1.325,1.294,1.269,1.263,1.225,1.213,1.200,1.194,1.325,1.194,1.206,0.050,0.031,0.025,0.025,0.019,0.031,0.038,0.031,0.025,0.050,0.063,0.038,0.031,0.088,0.469,0.119,0.094,0.044,0.044,0.044,0.031,0.038,0.025,0.063,0.069,A,,,20171203071206,
300,20171202,0.063,0.031,0.038,0.069,0.044,0.013,0.038,0.031,0.013,0.263,0.956,0.881,0.356,0.025,0.019,0.050,0.019,0.081,0.163,0.456,0.088,0.069,0.013,0.075,0.056,0.206,0.100,0.056,0.063,0.750,0.206,0.638,0.319,1.069,0.913,0.456,0.119,0.106,0.681,0.738,0.525,0.488,0.044,0.044,0.031,0.025,0.038,0.031,A,,,20171203003827,
300,20171203,0.019,0.038,0.025,0.469,0.144,0.300,0.419,0.119,0.288,0.388,0.475,0.369,0.425,0.369,0.388,0.094,0.288,0.094,0.250,0.581,0.163,0.113,0.538,0.844,0.525,0.131,0.069,0.081,0.081,0.056,0.113,0.106,0.088,0.906,1.106,0.731,0.631,0.975,1.013,0.225,0.081,0.038,0.038,0.019,0.038,0.013,0.038,0.025,A,,,20171204200713,
300,20171204,0.025,0.038,0.019,0.450,0.013,0.413,0.019,0.350,0.031,0.363,0.513,0.350,0.181,0.175,0.225,0.056,0.031,0.019,0.038,0.025,0.025,0.038,0.019,0.038,0.038,0.013,0.031,0.031,0.019,0.038,0.013,0.038,0.019,0.025,0.038,0.013,0.031,0.019,0.031,0.031,0.025,0.075,0.013,0.038,0.256,0.131,0.244,0.138,A,,,20171205003309,
300,20171205,0.306,0.106,0.163,0.188,0.319,0.213,0.144,0.356,0.350,0.519,0.781,0.125,0.038,0.031,0.019,0.038,0.013,0.031,0.025,0.025,0.031,0.019,0.038,0.013,0.038,0.025,0.025,0.038,0.013,0.300,0.800,0.169,0.069,0.056,0.063,0.069,0.338,0.156,0.131,0.581,0.456,0.044,0.031,0.038,0.013,0.038,0.025,0.025,A,,,20171211144524,
300,20171206,0.038,0.013,0.044,0.013,0.038,0.019,0.025,0.038,0.025,0.063,0.013,0.038,0.013,0.044,0.106,0.019,0.038,0.044,0.038,0.013,0.038,0.113,0.025,0.038,0.013,0.038,0.025,0.025,0.038,0.006,0.050,0.038,0.056,0.069,0.469,0.050,0.075,0.056,0.013,0.038,0.038,0.013,0.038,0.019,0.025,0.038,0.013,0.038,A,,,20171223042708,
300,20171207,0.019,0.063,0.069,0.063,0.019,0.031,0.025,0.025,0.031,0.013,0.144,0.306,0.031,0.013,0.156,0.019,0.031,0.031,0.056,0.088,0.094,0.025,0.038,0.031,0.025,0.044,0.025,0.025,0.050,0.031,0.019,0.050,0.125,0.125,0.069,0.075,0.044,0.181,0.081,0.044,0.038,0.019,0.031,0.031,0.013,0.038,0.013,0.038,A,,,20171211150632,
300,20171208,0.019,0.025,0.031,0.019,0.038,0.013,0.038,0.419,0.056,0.350,0.363,0.344,0.038,0.138,0.050,0.025,0.031,0.038,0.019,0.038,0.013,0.038,0.025,0.075,0.063,0.013,0.038,0.025,0.025,0.038,0.013,0.038,0.100,0.150,0.113,0.069,0.681,0.600,0.031,0.019,0.038,0.019,0.031,0.031,0.013,0.038,0.013,0.038,A,,,20171209003320,
300,20171209,0.019,0.031,0.025,0.069,0.063,0.063,0.019,0.025,0.238,0.169,0.031,0.338,0.038,0.006,0.038,0.156,0.038,0.031,0.031,0.038,0.013,0.038,0.013,0.031,0.050,0.013,0.031,0.119,0.031,0.044,0.031,0.019,0.031,0.075,0.075,0.050,0.069,0.038,0.013,0.038,0.025,0.019,0.038,0.013,0.031,0.025,0.025,0.031,A,,,20171210003508,
